Gene_name	nSites	nLocations	Tot	cdsAlt	utr5Altx	utr3Altx
CNAG_01486	3	2	45953	TRUE	FALSE	FALSE
CNAG_01487	1	1	4	TRUE	FALSE	FALSE
CNAG_01489	3	3	1537	TRUE	FALSE	FALSE
CNAG_01490	6	2	334	TRUE	FALSE	FALSE
CNAG_01491	2	2	2940	TRUE	FALSE	FALSE
CNAG_01492	1	1	11584	FALSE	FALSE	FALSE
CNAG_01493	2	2	39266	TRUE	FALSE	FALSE
CNAG_01494	6	3	106	TRUE	TRUE	TRUE
CNAG_01495	3	2	291	TRUE	FALSE	FALSE
CNAG_01496	2	2	3608	TRUE	FALSE	FALSE
CNAG_01497	4	2	68	TRUE	TRUE	FALSE
CNAG_01498	5	2	240	TRUE	TRUE	FALSE
CNAG_01499	2	2	212	TRUE	FALSE	FALSE
CNAG_01500	1	1	4	TRUE	FALSE	FALSE
CNAG_01501	3	2	1201	TRUE	FALSE	FALSE
CNAG_01502	3	2	1259	TRUE	FALSE	FALSE
CNAG_01504	2	2	972	TRUE	FALSE	FALSE
CNAG_01506	4	2	282	TRUE	TRUE	FALSE
CNAG_01507	2	2	1716	TRUE	FALSE	FALSE
CNAG_01508	6	2	718	TRUE	FALSE	FALSE
CNAG_01509	4	2	368	TRUE	FALSE	FALSE
CNAG_01510	2	2	1748	TRUE	FALSE	FALSE
CNAG_01511	2	2	19	TRUE	FALSE	FALSE
CNAG_01512	4	2	498	TRUE	FALSE	FALSE
CNAG_01513	4	2	94	TRUE	FALSE	FALSE
CNAG_01514	1	1	16	TRUE	FALSE	FALSE
CNAG_01518	4	2	548	TRUE	FALSE	FALSE
CNAG_01519	2	2	1197	TRUE	FALSE	FALSE
CNAG_01520	1	1	2919	FALSE	FALSE	FALSE
CNAG_01521	1	1	883	FALSE	FALSE	FALSE
CNAG_01522	9	1	270	TRUE	FALSE	FALSE
CNAG_01523	3	2	1641	TRUE	FALSE	FALSE
CNAG_01524	2	2	3238	TRUE	FALSE	FALSE
CNAG_01525	5	1	42	TRUE	FALSE	FALSE
CNAG_01526	3	2	3171	TRUE	FALSE	FALSE
CNAG_01528	1	1	1196	FALSE	FALSE	FALSE
CNAG_01529	1	1	605	FALSE	FALSE	FALSE
CNAG_01530	5	2	394	TRUE	TRUE	FALSE
CNAG_01531	7	2	255	TRUE	FALSE	FALSE
CNAG_01532	7	2	390	TRUE	FALSE	FALSE
CNAG_01533	3	2	1012	TRUE	FALSE	FALSE
CNAG_01534	3	2	493	TRUE	TRUE	FALSE
CNAG_01535	2	2	1668	TRUE	FALSE	FALSE
CNAG_01536	3	2	830	TRUE	FALSE	FALSE
CNAG_01537	1	1	3022	FALSE	FALSE	FALSE
CNAG_01538	1	1	3	FALSE	FALSE	FALSE
CNAG_01539	2	2	3157	FALSE	FALSE	FALSE
CNAG_01540	2	2	1174	TRUE	FALSE	FALSE
CNAG_01541	3	2	586	TRUE	FALSE	FALSE
CNAG_01542	6	2	382	TRUE	FALSE	FALSE
CNAG_01543	1	1	5317	TRUE	FALSE	FALSE
CNAG_01544	3	2	1267	TRUE	FALSE	FALSE
CNAG_01545	4	2	132	TRUE	FALSE	FALSE
CNAG_01546	3	2	424	TRUE	FALSE	FALSE
CNAG_01547	1	1	6811	FALSE	FALSE	FALSE
CNAG_01548	1	1	1774	FALSE	FALSE	FALSE
CNAG_01549	2	2	3392	TRUE	FALSE	FALSE
CNAG_01550	2	2	1200	TRUE	FALSE	FALSE
CNAG_01551	6	1	171	TRUE	FALSE	FALSE
CNAG_01552	3	2	1082	TRUE	TRUE	FALSE
CNAG_01553	2	2	809	TRUE	FALSE	FALSE
CNAG_01554	13	1	216	TRUE	FALSE	FALSE
CNAG_01555	3	3	529	TRUE	FALSE	FALSE
CNAG_01556	7	2	262	TRUE	TRUE	FALSE
CNAG_01557	1	1	16227	FALSE	FALSE	FALSE
CNAG_01558	1	1	94852	FALSE	FALSE	FALSE
CNAG_01559	2	2	627	TRUE	FALSE	FALSE
CNAG_01560	1	1	8	TRUE	FALSE	FALSE
CNAG_01561	4	2	437	TRUE	FALSE	FALSE
CNAG_01562	6	3	429	TRUE	FALSE	TRUE
CNAG_01563	1	1	4120	FALSE	FALSE	FALSE
CNAG_01564	10	2	116	TRUE	FALSE	FALSE
CNAG_01565	1	1	4570	FALSE	FALSE	FALSE
CNAG_01566	4	2	156	TRUE	FALSE	FALSE
CNAG_01567	6	2	195	TRUE	TRUE	FALSE
CNAG_01568	2	2	2624	TRUE	FALSE	FALSE
CNAG_01569	2	2	997	TRUE	FALSE	FALSE
CNAG_01570	2	2	52	TRUE	FALSE	FALSE
CNAG_01571	11	3	151	TRUE	FALSE	FALSE
CNAG_01572	4	2	215	TRUE	TRUE	FALSE
CNAG_01573	2	2	626	TRUE	FALSE	FALSE
CNAG_01574	4	2	1928	TRUE	TRUE	FALSE
CNAG_01575	9	2	92	TRUE	FALSE	FALSE
CNAG_01576	2	1	1775	FALSE	TRUE	FALSE
CNAG_01577	2	2	23452	FALSE	FALSE	FALSE
CNAG_01578	1	1	758	FALSE	FALSE	FALSE
CNAG_01579	9	1	210	TRUE	FALSE	FALSE
CNAG_01580	7	2	464	TRUE	FALSE	FALSE
CNAG_01581	2	1	28	FALSE	TRUE	FALSE
CNAG_01582	1	1	7	TRUE	FALSE	FALSE
CNAG_01583	1	1	21738	FALSE	FALSE	FALSE
CNAG_01584	4	2	104	TRUE	FALSE	FALSE
CNAG_01585	1	1	10857	FALSE	FALSE	FALSE
CNAG_01586	1	1	24205	FALSE	FALSE	FALSE
CNAG_01587	1	1	12049	FALSE	FALSE	FALSE
CNAG_01588	5	2	404	TRUE	FALSE	FALSE
CNAG_01590	2	2	82	TRUE	FALSE	FALSE
CNAG_01591	4	2	154	TRUE	FALSE	FALSE
CNAG_01592	1	1	7	FALSE	FALSE	FALSE
CNAG_01593	1	1	4076	FALSE	FALSE	FALSE
CNAG_01594	1	1	9360	FALSE	FALSE	FALSE
CNAG_01595	4	2	672	TRUE	FALSE	FALSE
CNAG_01596	1	1	10944	FALSE	FALSE	FALSE
CNAG_01597	2	2	430	TRUE	FALSE	FALSE
CNAG_01598	2	2	1540	TRUE	FALSE	FALSE
CNAG_01599	1	1	759	FALSE	FALSE	FALSE
CNAG_01600	1	1	3701	FALSE	FALSE	FALSE
CNAG_01601	5	2	68	TRUE	FALSE	FALSE
CNAG_01602	2	2	1015	TRUE	FALSE	FALSE
CNAG_01603	2	2	8484	TRUE	FALSE	FALSE
CNAG_01604	2	2	2654	TRUE	FALSE	FALSE
CNAG_01605	1	1	444	FALSE	FALSE	FALSE
CNAG_01607	1	1	552	FALSE	FALSE	FALSE
CNAG_01608	3	2	126	TRUE	FALSE	FALSE
CNAG_01609	3	2	309	TRUE	FALSE	FALSE
CNAG_01610	4	2	656	TRUE	FALSE	FALSE
CNAG_01611	3	2	13	TRUE	TRUE	FALSE
CNAG_01612	3	2	107	TRUE	FALSE	FALSE
CNAG_01613	5	1	107	TRUE	FALSE	FALSE
CNAG_01614	3	2	3610	TRUE	FALSE	FALSE
CNAG_01615	1	1	2896	FALSE	FALSE	FALSE
CNAG_01616	7	2	172	TRUE	FALSE	FALSE
CNAG_01619	1	1	432	FALSE	FALSE	FALSE
CNAG_01620	1	1	2283	FALSE	FALSE	FALSE
CNAG_01621	1	1	58569	FALSE	FALSE	FALSE
CNAG_01622	3	1	114	TRUE	FALSE	FALSE
CNAG_01623	1	1	922	FALSE	FALSE	FALSE
CNAG_01624	5	2	55	TRUE	TRUE	FALSE
CNAG_01625	2	2	561	TRUE	FALSE	FALSE
CNAG_01626	4	2	901	TRUE	FALSE	FALSE
CNAG_01627	2	1	376	TRUE	FALSE	FALSE
CNAG_01628	1	1	77736	FALSE	FALSE	FALSE
CNAG_01629	1	1	1160	FALSE	FALSE	FALSE
CNAG_01630	2	2	1584	TRUE	FALSE	FALSE
CNAG_01631	7	2	187	TRUE	FALSE	FALSE
CNAG_01632	1	1	6812	FALSE	FALSE	FALSE
CNAG_01633	2	2	680	TRUE	FALSE	FALSE
CNAG_01634	1	1	1348	FALSE	FALSE	FALSE
CNAG_01635	3	3	522	TRUE	FALSE	FALSE
CNAG_01636	3	2	1179	TRUE	FALSE	FALSE
CNAG_01637	1	1	1993	FALSE	FALSE	FALSE
CNAG_01638	4	2	187	TRUE	FALSE	FALSE
CNAG_01639	2	2	540	TRUE	FALSE	FALSE
CNAG_01640	8	2	500	TRUE	FALSE	FALSE
CNAG_01641	5	2	1100	TRUE	FALSE	FALSE
CNAG_01642	3	2	2623	TRUE	TRUE	FALSE
CNAG_01643	1	1	3921	FALSE	FALSE	FALSE
CNAG_01644	2	2	626	TRUE	FALSE	FALSE
CNAG_01645	2	2	759	TRUE	FALSE	FALSE
CNAG_01646	4	2	398	TRUE	FALSE	FALSE
CNAG_01647	3	2	1429	TRUE	FALSE	FALSE
CNAG_01648	1	1	13846	FALSE	FALSE	FALSE
CNAG_01649	4	2	1222	TRUE	FALSE	FALSE
CNAG_01650	1	1	1435	FALSE	FALSE	FALSE
CNAG_01651	6	2	160	TRUE	FALSE	FALSE
CNAG_01652	3	2	957	TRUE	FALSE	FALSE
CNAG_01653	1	1	3	FALSE	FALSE	FALSE
CNAG_01654	1	1	3923	FALSE	FALSE	FALSE
CNAG_01655	1	1	4692	FALSE	FALSE	FALSE
CNAG_01656	1	1	41	FALSE	FALSE	FALSE
CNAG_01657	1	1	7322	TRUE	FALSE	FALSE
CNAG_01658	3	2	349	TRUE	FALSE	FALSE
CNAG_01659	2	2	986	TRUE	FALSE	FALSE
CNAG_01660	3	2	2053	TRUE	FALSE	FALSE
CNAG_01663	5	2	639	TRUE	FALSE	FALSE
CNAG_01664	1	1	11356	FALSE	FALSE	FALSE
CNAG_01665	3	2	280	TRUE	FALSE	FALSE
CNAG_01666	1	1	2781	FALSE	FALSE	FALSE
CNAG_01667	1	1	440	FALSE	FALSE	FALSE
CNAG_01668	1	1	1148	FALSE	FALSE	FALSE
CNAG_01669	1	1	1880	FALSE	FALSE	FALSE
CNAG_01670	1	1	489	FALSE	FALSE	FALSE
CNAG_01671	1	1	919	FALSE	FALSE	FALSE
CNAG_01672	1	1	52	FALSE	FALSE	FALSE
CNAG_01673	1	1	1011	FALSE	FALSE	FALSE
CNAG_01674	1	1	6	TRUE	FALSE	FALSE
CNAG_01675	3	3	147	TRUE	FALSE	FALSE
CNAG_01676	2	2	1520	TRUE	FALSE	FALSE
CNAG_01677	1	1	4718	TRUE	FALSE	FALSE
CNAG_01678	3	2	1273	TRUE	FALSE	FALSE
CNAG_01679	1	1	3213	FALSE	FALSE	FALSE
CNAG_01680	1	1	5	FALSE	FALSE	FALSE
CNAG_01681	4	3	438	FALSE	TRUE	TRUE
CNAG_01682	2	2	8680	TRUE	FALSE	FALSE
CNAG_01683	1	1	5162	FALSE	FALSE	FALSE
CNAG_01686	1	1	8598	FALSE	FALSE	FALSE
CNAG_01687	3	2	1829	TRUE	FALSE	FALSE
CNAG_01688	3	2	1833	TRUE	FALSE	FALSE
CNAG_01689	1	1	87	FALSE	FALSE	FALSE
CNAG_01690	2	2	1119	TRUE	FALSE	FALSE
CNAG_01691	1	1	4676	FALSE	FALSE	FALSE
CNAG_01692	1	1	3457	FALSE	FALSE	FALSE
CNAG_01693	2	2	809	TRUE	FALSE	FALSE
CNAG_01694	3	2	287	TRUE	FALSE	FALSE
CNAG_01695	2	2	103	TRUE	FALSE	FALSE
CNAG_01696	1	1	6372	FALSE	FALSE	FALSE
CNAG_01697	2	2	987	TRUE	FALSE	FALSE
CNAG_01698	2	1	81	TRUE	FALSE	FALSE
CNAG_01699	7	4	184	TRUE	FALSE	FALSE
CNAG_01701	3	2	575	TRUE	FALSE	FALSE
CNAG_01702	2	1	205	FALSE	TRUE	FALSE
CNAG_01703	1	1	977	FALSE	FALSE	FALSE
CNAG_01704	4	2	1449	TRUE	FALSE	FALSE
CNAG_01706	4	1	32	TRUE	FALSE	FALSE
CNAG_01707	5	2	438	TRUE	FALSE	FALSE
CNAG_01708	6	2	648	TRUE	FALSE	FALSE
CNAG_01709	1	1	8784	FALSE	FALSE	FALSE
CNAG_01710	2	2	263	TRUE	FALSE	FALSE
CNAG_01711	4	2	1452	TRUE	FALSE	FALSE
CNAG_01712	8	2	204	TRUE	FALSE	FALSE
CNAG_01713	1	1	118639	FALSE	FALSE	FALSE
CNAG_01714	1	1	33	TRUE	FALSE	FALSE
CNAG_01715	2	2	2103	TRUE	FALSE	FALSE
CNAG_01716	4	2	770	TRUE	FALSE	FALSE
CNAG_01717	2	2	3713	FALSE	FALSE	FALSE
CNAG_01718	1	1	669	FALSE	FALSE	FALSE
CNAG_01719	3	2	29	FALSE	TRUE	FALSE
CNAG_01720	4	1	903	TRUE	FALSE	FALSE
CNAG_01721	1	1	4621	FALSE	FALSE	FALSE
CNAG_01722	5	2	1196	TRUE	FALSE	FALSE
CNAG_01723	5	3	507	TRUE	FALSE	FALSE
CNAG_01725	1	1	10	FALSE	FALSE	FALSE
CNAG_01726	2	2	1131	TRUE	FALSE	FALSE
CNAG_01727	1	1	4207	FALSE	FALSE	FALSE
CNAG_01728	2	2	2726	TRUE	FALSE	FALSE
CNAG_01729	1	1	2101	FALSE	FALSE	FALSE
CNAG_01730	2	2	537	TRUE	FALSE	FALSE
CNAG_01731	3	2	67	TRUE	FALSE	FALSE
CNAG_01732	3	2	1021	TRUE	FALSE	FALSE
CNAG_01733	2	2	9228	TRUE	FALSE	FALSE
CNAG_01734	1	1	4969	FALSE	FALSE	FALSE
CNAG_01735	1	1	237314	FALSE	FALSE	FALSE
CNAG_01736	2	2	689	TRUE	FALSE	FALSE
CNAG_01737	1	1	18925	FALSE	FALSE	FALSE
CNAG_01738	5	2	581	TRUE	FALSE	FALSE
CNAG_01739	3	2	436	TRUE	FALSE	FALSE
CNAG_01740	4	2	363	TRUE	FALSE	FALSE
CNAG_01741	1	1	2513	FALSE	FALSE	FALSE
CNAG_01742	3	2	409	TRUE	FALSE	FALSE
CNAG_01743	2	1	31888	FALSE	TRUE	FALSE
CNAG_01744	1	1	38609	FALSE	FALSE	FALSE
CNAG_01745	3	2	14478	TRUE	FALSE	FALSE
CNAG_01746	6	2	86	TRUE	FALSE	FALSE
CNAG_01749	1	1	756	FALSE	FALSE	FALSE
CNAG_01750	1	1	13183	FALSE	FALSE	FALSE
CNAG_01751	1	1	61902	FALSE	FALSE	FALSE
CNAG_01752	1	1	2096	FALSE	FALSE	FALSE
CNAG_01753	1	1	87570	FALSE	FALSE	FALSE
CNAG_01754	8	2	76	TRUE	FALSE	FALSE
CNAG_01755	1	1	1880	FALSE	FALSE	FALSE
CNAG_01756	2	2	325	TRUE	FALSE	FALSE
CNAG_01758	4	2	299	TRUE	FALSE	FALSE
CNAG_01759	1	1	475	FALSE	FALSE	FALSE
CNAG_01760	1	1	67	FALSE	FALSE	FALSE
CNAG_01761	1	1	23208	FALSE	FALSE	FALSE
CNAG_01763	1	1	402	FALSE	FALSE	FALSE
CNAG_01764	3	2	1348	TRUE	FALSE	FALSE
CNAG_01765	9	3	181	TRUE	TRUE	FALSE
CNAG_01768	2	2	1591	TRUE	FALSE	FALSE
CNAG_01769	1	1	1989	FALSE	FALSE	FALSE
CNAG_01770	4	2	1491	TRUE	FALSE	FALSE
CNAG_01771	4	2	909	TRUE	FALSE	FALSE
CNAG_01772	1	1	946	FALSE	FALSE	FALSE
CNAG_01773	4	2	217	TRUE	FALSE	FALSE
CNAG_01776	1	1	174	FALSE	FALSE	FALSE
CNAG_01777	1	1	5960	FALSE	FALSE	FALSE
CNAG_01778	2	2	3008	TRUE	FALSE	FALSE
CNAG_01779	3	3	522	TRUE	FALSE	FALSE
CNAG_01780	1	1	3125	FALSE	FALSE	FALSE
CNAG_01781	2	2	9727	TRUE	FALSE	FALSE
CNAG_01787	1	1	45	FALSE	FALSE	FALSE
CNAG_01788	2	2	1785	TRUE	FALSE	FALSE
CNAG_01789	1	1	5429	FALSE	FALSE	FALSE
CNAG_01790	3	2	821	TRUE	TRUE	FALSE
CNAG_01791	3	2	4332	TRUE	FALSE	FALSE
CNAG_01792	3	2	405	TRUE	FALSE	FALSE
CNAG_01793	4	2	212	TRUE	FALSE	FALSE
CNAG_01794	1	1	2433	FALSE	FALSE	FALSE
CNAG_01795	4	2	310	TRUE	FALSE	FALSE
CNAG_01796	6	3	162	TRUE	TRUE	FALSE
CNAG_01797	1	1	1557	FALSE	FALSE	FALSE
CNAG_01798	1	1	1086	FALSE	FALSE	FALSE
CNAG_01799	1	1	6556	FALSE	FALSE	FALSE
CNAG_01800	1	1	10138	FALSE	FALSE	FALSE
CNAG_01801	1	1	6	TRUE	FALSE	FALSE
CNAG_01802	1	1	1155	FALSE	FALSE	FALSE
CNAG_01803	1	1	9478	FALSE	FALSE	FALSE
CNAG_01807	7	3	199	TRUE	FALSE	FALSE
CNAG_01808	1	1	21676	FALSE	FALSE	FALSE
CNAG_01809	7	2	368	TRUE	FALSE	FALSE
CNAG_01810	1	1	1202	FALSE	FALSE	FALSE
CNAG_01811	9	2	92	TRUE	FALSE	FALSE
CNAG_01812	1	1	3788	FALSE	FALSE	FALSE
CNAG_01813	1	1	2480	FALSE	FALSE	FALSE
CNAG_01814	7	2	488	TRUE	FALSE	FALSE
CNAG_01815	3	3	254	TRUE	FALSE	FALSE
CNAG_01816	7	2	63	TRUE	TRUE	FALSE
CNAG_01817	3	2	1726	TRUE	FALSE	FALSE
CNAG_01818	3	2	1913	TRUE	FALSE	FALSE
CNAG_01819	1	1	2933	FALSE	FALSE	FALSE
CNAG_01820	3	2	6037	FALSE	TRUE	FALSE
CNAG_01821	1	1	3584	FALSE	FALSE	FALSE
CNAG_01822	1	1	1837	FALSE	FALSE	FALSE
CNAG_01823	1	1	4809	FALSE	FALSE	FALSE
CNAG_01824	1	1	11073	FALSE	FALSE	FALSE
CNAG_01825	2	2	577	TRUE	FALSE	FALSE
CNAG_01826	2	2	896	FALSE	FALSE	FALSE
CNAG_01827	1	1	47	FALSE	FALSE	FALSE
CNAG_01828	2	2	861	TRUE	FALSE	FALSE
CNAG_01832	1	1	7603	FALSE	FALSE	FALSE
CNAG_01833	1	1	4455	FALSE	FALSE	FALSE
CNAG_01834	1	1	5968	FALSE	FALSE	FALSE
CNAG_01835	2	2	3943	FALSE	FALSE	FALSE
CNAG_01837	6	2	567	TRUE	FALSE	FALSE
CNAG_01839	1	1	7631	FALSE	FALSE	FALSE
CNAG_01840	1	1	27378	FALSE	FALSE	FALSE
CNAG_01841	2	1	219	TRUE	FALSE	FALSE
CNAG_01842	3	2	1199	TRUE	FALSE	FALSE
CNAG_01843	3	2	3196	TRUE	FALSE	FALSE
CNAG_01844	2	2	625	TRUE	FALSE	FALSE
CNAG_01845	2	2	1523	TRUE	FALSE	FALSE
CNAG_01846	2	2	17883	TRUE	FALSE	FALSE
CNAG_01847	3	2	2384	TRUE	FALSE	FALSE
CNAG_01848	5	1	847	TRUE	FALSE	FALSE
CNAG_01849	2	2	148	TRUE	FALSE	FALSE
CNAG_01850	2	1	1002	FALSE	TRUE	FALSE
CNAG_01851	1	1	24	TRUE	FALSE	FALSE
CNAG_01852	1	1	3027	FALSE	FALSE	FALSE
CNAG_01853	1	1	4078	FALSE	FALSE	FALSE
CNAG_01854	2	2	4425	FALSE	FALSE	FALSE
CNAG_01855	4	2	742	TRUE	FALSE	FALSE
CNAG_01856	2	2	1505	TRUE	FALSE	FALSE
CNAG_01857	2	2	7	TRUE	FALSE	FALSE
CNAG_01858	3	3	74	TRUE	FALSE	FALSE
CNAG_01859	3	2	531	TRUE	FALSE	FALSE
CNAG_01860	4	2	289	TRUE	TRUE	FALSE
CNAG_01861	1	1	6853	FALSE	FALSE	FALSE
CNAG_01863	5	2	1134	TRUE	TRUE	FALSE
CNAG_01864	3	3	404	TRUE	FALSE	FALSE
CNAG_01865	5	2	73	TRUE	FALSE	FALSE
CNAG_01866	7	2	191	TRUE	FALSE	FALSE
CNAG_01867	3	2	1020	TRUE	FALSE	FALSE
CNAG_01868	1	1	887	FALSE	FALSE	FALSE
CNAG_01869	1	1	3	TRUE	FALSE	FALSE
CNAG_01870	1	1	3244	FALSE	FALSE	FALSE
CNAG_01871	2	2	291	TRUE	FALSE	FALSE
CNAG_01872	1	1	357	FALSE	FALSE	FALSE
CNAG_01874	1	1	14179	FALSE	FALSE	FALSE
CNAG_01875	2	2	1687	TRUE	FALSE	FALSE
CNAG_01876	2	2	1936	TRUE	FALSE	FALSE
CNAG_01877	1	1	1786	FALSE	FALSE	FALSE
CNAG_01878	2	2	488	TRUE	FALSE	FALSE
CNAG_01879	4	2	696	TRUE	FALSE	FALSE
CNAG_01880	1	1	2631	FALSE	FALSE	FALSE
CNAG_01881	1	1	16864	FALSE	FALSE	FALSE
CNAG_01882	5	2	41	TRUE	TRUE	FALSE
CNAG_01883	1	1	93	FALSE	FALSE	FALSE
CNAG_01884	2	2	51358	TRUE	FALSE	FALSE
CNAG_01885	1	1	5636	FALSE	FALSE	FALSE
CNAG_01886	2	2	803	TRUE	FALSE	FALSE
CNAG_01889	3	3	1290	TRUE	FALSE	FALSE
CNAG_01890	1	1	20124	FALSE	FALSE	FALSE
CNAG_01891	5	2	274	TRUE	FALSE	FALSE
CNAG_01892	7	2	446	TRUE	FALSE	FALSE
CNAG_01893	1	1	9256	TRUE	FALSE	FALSE
CNAG_01894	4	2	1092	TRUE	FALSE	FALSE
CNAG_01895	2	2	344	TRUE	FALSE	FALSE
CNAG_01896	1	1	52972	FALSE	FALSE	FALSE
CNAG_01897	6	2	778	TRUE	FALSE	FALSE
CNAG_01898	1	1	4700	FALSE	FALSE	FALSE
CNAG_01899	1	1	3982	FALSE	FALSE	FALSE
CNAG_01900	4	2	615	TRUE	FALSE	FALSE
CNAG_01902	6	3	451	TRUE	TRUE	FALSE
CNAG_01903	5	2	1162	TRUE	FALSE	FALSE
CNAG_01904	1	1	908	FALSE	FALSE	FALSE
CNAG_01905	4	2	1690	TRUE	TRUE	FALSE
CNAG_01906	4	3	338	TRUE	FALSE	FALSE
CNAG_01907	2	2	705	TRUE	FALSE	FALSE
CNAG_01908	2	2	1242	TRUE	FALSE	FALSE
CNAG_01909	2	2	1334	TRUE	FALSE	FALSE
CNAG_01910	2	2	2791	TRUE	FALSE	FALSE
CNAG_01911	2	2	572	TRUE	FALSE	FALSE
CNAG_01912	2	2	2266	TRUE	FALSE	FALSE
CNAG_01913	6	2	871	TRUE	TRUE	FALSE
CNAG_01914	2	2	575	TRUE	FALSE	FALSE
CNAG_01915	1	1	12862	FALSE	FALSE	FALSE
CNAG_01916	10	2	150	TRUE	TRUE	FALSE
CNAG_01917	3	2	675	TRUE	TRUE	FALSE
CNAG_01918	2	2	1164	TRUE	FALSE	FALSE
CNAG_01919	3	2	1363	TRUE	FALSE	FALSE
CNAG_01920	1	1	39713	FALSE	FALSE	FALSE
CNAG_01921	1	1	470	FALSE	FALSE	FALSE
CNAG_01922	2	2	719	FALSE	FALSE	FALSE
CNAG_01923	1	1	3083	FALSE	FALSE	FALSE
CNAG_01924	2	2	3945	TRUE	FALSE	FALSE
CNAG_01925	1	1	1303	FALSE	FALSE	FALSE
CNAG_01926	2	2	185	TRUE	FALSE	FALSE
CNAG_01927	2	2	576	TRUE	FALSE	FALSE
CNAG_01928	5	3	1666	TRUE	FALSE	FALSE
CNAG_01929	2	1	157	FALSE	TRUE	FALSE
CNAG_01930	2	2	384	TRUE	FALSE	FALSE
CNAG_01931	1	1	10	FALSE	FALSE	FALSE
CNAG_01934	1	1	3	TRUE	FALSE	FALSE
CNAG_01936	1	1	47	TRUE	FALSE	FALSE
CNAG_01937	4	2	89	TRUE	TRUE	FALSE
CNAG_01938	2	1	5296	FALSE	TRUE	FALSE
CNAG_01939	9	2	944	TRUE	TRUE	FALSE
CNAG_01940	2	2	400	TRUE	FALSE	FALSE
CNAG_01941	5	2	789	TRUE	FALSE	FALSE
CNAG_01942	1	1	10036	FALSE	FALSE	FALSE
CNAG_01943	4	2	1634	TRUE	FALSE	FALSE
CNAG_01944	2	1	11	TRUE	FALSE	FALSE
CNAG_01945	2	1	1240	TRUE	FALSE	FALSE
CNAG_01946	2	2	2312	TRUE	FALSE	FALSE
CNAG_01947	3	2	230	TRUE	FALSE	FALSE
CNAG_01948	3	2	315	TRUE	FALSE	FALSE
CNAG_01949	1	1	3	TRUE	FALSE	FALSE
CNAG_01950	4	2	1113	TRUE	FALSE	FALSE
CNAG_01951	1	1	45663	FALSE	FALSE	FALSE
CNAG_01952	1	1	1234	FALSE	FALSE	FALSE
CNAG_01953	1	1	7	FALSE	FALSE	FALSE
CNAG_01954	2	2	42	TRUE	FALSE	FALSE
CNAG_01955	1	1	5	TRUE	FALSE	FALSE
CNAG_01956	2	2	301	TRUE	FALSE	FALSE
CNAG_01957	2	2	2145	TRUE	FALSE	FALSE
CNAG_01958	1	1	3167	FALSE	FALSE	FALSE
CNAG_01959	6	2	715	TRUE	FALSE	FALSE
CNAG_01961	2	2	5921	FALSE	FALSE	FALSE
CNAG_01962	3	2	3309	TRUE	FALSE	FALSE
CNAG_01963	3	2	337	TRUE	FALSE	FALSE
CNAG_01964	2	1	237	FALSE	TRUE	FALSE
CNAG_01965	1	1	4	FALSE	FALSE	FALSE
CNAG_01969	3	3	97	TRUE	FALSE	FALSE
CNAG_01970	2	2	4677	TRUE	FALSE	FALSE
CNAG_01972	3	2	1206	TRUE	TRUE	FALSE
CNAG_01973	2	2	1329	TRUE	FALSE	FALSE
CNAG_01974	1	1	914	FALSE	FALSE	FALSE
CNAG_01975	3	3	512	TRUE	FALSE	FALSE
CNAG_01976	1	1	5360	FALSE	FALSE	FALSE
CNAG_01977	2	1	58	TRUE	FALSE	FALSE
CNAG_01978	1	1	172	FALSE	FALSE	FALSE
CNAG_01979	1	1	266	FALSE	FALSE	FALSE
CNAG_01981	2	2	1271	TRUE	FALSE	FALSE
CNAG_01982	2	2	155	TRUE	FALSE	FALSE
CNAG_01983	5	3	98	TRUE	TRUE	FALSE
CNAG_01984	1	1	126270	FALSE	FALSE	FALSE
CNAG_01985	1	1	11191	FALSE	FALSE	FALSE
CNAG_01986	1	1	2594	FALSE	FALSE	FALSE
CNAG_01987	6	2	754	TRUE	FALSE	FALSE
CNAG_01988	4	2	1139	TRUE	FALSE	FALSE
CNAG_01989	1	1	3380	FALSE	FALSE	FALSE
CNAG_01990	2	2	39447	TRUE	FALSE	FALSE
CNAG_01991	1	1	9947	FALSE	FALSE	FALSE
CNAG_01992	6	2	350	TRUE	TRUE	FALSE
CNAG_01993	2	2	133	TRUE	FALSE	FALSE
CNAG_01994	1	1	78	FALSE	FALSE	FALSE
CNAG_01996	3	2	125	TRUE	FALSE	FALSE
CNAG_01997	2	2	1060	TRUE	FALSE	FALSE
CNAG_01999	9	2	233	TRUE	TRUE	FALSE
CNAG_02000	3	2	1695	TRUE	FALSE	FALSE
CNAG_02001	4	2	1850	TRUE	FALSE	FALSE
CNAG_02002	2	2	2475	TRUE	FALSE	FALSE
CNAG_02004	1	1	8137	FALSE	FALSE	FALSE
CNAG_02005	3	2	10	TRUE	TRUE	FALSE
CNAG_02006	1	1	9595	FALSE	FALSE	FALSE
CNAG_02007	1	1	3659	FALSE	FALSE	FALSE
CNAG_02008	2	2	4567	TRUE	FALSE	FALSE
CNAG_02009	3	2	644	TRUE	TRUE	FALSE
CNAG_02010	3	2	199	TRUE	TRUE	FALSE
CNAG_02011	3	2	16	TRUE	TRUE	FALSE
CNAG_02012	2	2	367	TRUE	FALSE	FALSE
CNAG_02013	3	2	47	TRUE	FALSE	FALSE
CNAG_02018	1	1	3	TRUE	FALSE	FALSE
